Company_Name,Job Title,Location,Salary,Company_Rating,Job_Post_Age,Company_Size,Co_Founded_in,Company_Type,Industry,Sector,Revenue,Website,Data_Collected_on,Hourly,Min_Sal,Max_Sal,Average_Salary,State_Code,Age_of_Co,State_Name
TikTok,"Research Scientist, Machine Learning Fairness","Mountain View, CA",$99K - $230K (Glassdoor est.),3.6,8d,501 to 1000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,http://www.tiktok.com/,07-10-2021 23:05,0,99,230,164.5,CA,5.0,California
ByteDance,Data Scientist,"Mountain View, CA",$95K - $195K (Glassdoor est.),4.3,30d+,10000+ Employees,2012.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,http://www.bytedance.com/,07-10-2021 23:05,0,95,195,145.0,CA,9.0,California
JD.com,Applied Scientist,"Mountain View, CA",$65K - $145K (Glassdoor est.),3.6,24h,5001 to 10000 Employees,,Company - Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,http://www.jd.com/,07-10-2021 23:05,0,65,145,105.0,CA,,California
Amazon.com Services LLC,Applied Scientist,"East Palo Alto, CA",$89K - $168K (Glassdoor est.),3.8,1d,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,07-10-2021 23:05,0,89,168,128.5,CA,27.0,California
NVIDIA,Data Scientist,"Santa Clara, CA",$106K - $181K (Glassdoor est.),4.6,2d,10000+ Employees,1993.0,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),http://www.nvidia.com/,07-10-2021 23:05,0,106,181,143.5,CA,28.0,California
DiDi Labs,Machine Learning Engineer,"Mountain View, CA",$94K - $192K (Glassdoor est.),3.9,30d+,Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.didi-labs.com/,07-10-2021 23:05,0,94,192,143.0,CA,,California
JPL/NASA,Data Scientist,"Pasadena, CA",$79K - $129K (Glassdoor est.),4.5,2d,5001 to 10000 Employees,1936.0,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable,http://www.jpl.nasa.gov/,07-10-2021 23:14,0,79,129,104.0,CA,85.0,California
TikTok,"Data Scientist, University Graduate - 2022 Start","Los Angeles, CA",$56K - $134K (Glassdoor est.),3.6,19d,501 to 1000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,http://www.tiktok.com/,07-10-2021 23:14,0,56,134,95.0,CA,5.0,California
TikTok,Data Scientist- Strategy & Analytics - US Safety,"Los Angeles, CA",$92K - $170K (Glassdoor est.),3.6,1d,501 to 1000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,http://www.tiktok.com/,07-10-2021 23:14,0,92,170,131.0,CA,5.0,California
Creative Arts Agency (CAA),Data Scientist,"Los Angeles, CA",$73K - $126K (Glassdoor est.),3.6,14d,1001 to 5000 Employees,1975.0,Company - Private,Talent & Modeling Agencies,"Arts, Entertainment & Recreation",$100 to $500 million (USD),http://www.caa.com/,07-10-2021 23:14,0,73,126,99.5,CA,46.0,California
Medicare,Data Scientist I,"Woodland Hills, CA",$71K - $111K (Glassdoor est.),3.4,1d,10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),http://www.centene.com/,07-10-2021 23:14,0,71,111,91.0,CA,37.0,California
Farmers Insurance Group,Junior Data Scientist,"Woodland Hills, CA",$65K - $115K (Glassdoor est.),3.7,1d,10000+ Employees,1928.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),http://www.farmers.com/,07-10-2021 23:14,0,65,115,90.0,CA,93.0,California
Netflix,Senior Data Scientist,"Los Angeles, CA",$111K - $241K (Glassdoor est.),4.2,20d,5001 to 10000 Employees,1997.0,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),http://www.netflix.com/,07-10-2021 23:14,0,111,241,176.0,CA,24.0,California
WASH Multifamily Laundry Systems,Data Scientist,"Los Angeles, CA",$79K - $155K (Glassdoor est.),3.4,24h,501 to 1000 Employees,,Company - Private,Consumer Products Manufacturing,Manufacturing,$50 to $100 million (USD),http://www.washlaundry.com/,07-10-2021 23:14,0,79,155,117.0,CA,,California
Fox Corporation,Data Scientist,"Los Angeles, CA",$79K - $155K (Glassdoor est.),4.0,26d,5001 to 10000 Employees,2019.0,Company - Public,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,http://www.foxcorporation.com/,07-10-2021 23:14,0,79,155,117.0,CA,2.0,California
The Aerospace Corporation,2022 - Data Scientist,"El Segundo, CA",$71K - $141K (Glassdoor est.),4.1,1d,1001 to 5000 Employees,1960.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),http://www.aerospace.org/,07-10-2021 23:14,0,71,141,106.0,CA,61.0,California
Activision,Data Scientist,"Santa Monica, CA",$82K - $153K (Glassdoor est.),3.6,22d,1001 to 5000 Employees,1979.0,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD),http://www.activision.com/,07-10-2021 23:14,0,82,153,117.5,CA,42.0,California
JPL/NASA,IT Data Scientist,"Pasadena, CA",$75K - $123K (Glassdoor est.),4.5,15d,5001 to 10000 Employees,1936.0,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable,http://www.jpl.nasa.gov/,07-10-2021 23:14,0,75,123,99.0,CA,85.0,California
TikTok,"Data Scientist, Analytics","Los Angeles, CA",$98K - $175K (Glassdoor est.),3.6,30d+,501 to 1000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,http://www.tiktok.com/,07-10-2021 23:14,0,98,175,136.5,CA,5.0,California
WarnerMedia,Data Scientist,"Burbank, CA",$87K - $148K (Glassdoor est.),3.9,30d+,10000+ Employees,2003.0,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),http://www.warnermediacareers.com/,07-10-2021 23:14,0,87,148,117.5,CA,18.0,California
Scale Media,Data Scientist (FT Remote),"Los Angeles, CA",$57K - $118K (Glassdoor est.),4.4,1d,1 to 50 Employees,,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,http://www.scale.tech/,07-10-2021 23:14,0,57,118,87.5,CA,,California
Deloitte,Data Scientist,"Los Angeles, CA",$79K - $136K (Glassdoor est.),4.0,15d,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,07-10-2021 23:14,0,79,136,107.5,CA,171.0,California
Pluto TV,Data Scientist,"Los Angeles, CA",$77K - $153K (Glassdoor est.),3.3,13d,51 to 200 Employees,2014.0,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,http://www.pluto.tv/,07-10-2021 23:14,0,77,153,115.0,CA,7.0,California
TikTok,Data Scientist - Product Analytics,"Los Angeles, CA",$95K - $165K (Glassdoor est.),3.6,30d+,501 to 1000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,http://www.tiktok.com/,07-10-2021 23:14,0,95,165,130.0,CA,5.0,California
Capitol Music Group,Data Scientist,"Hollywood, CA",$78K - $152K (Glassdoor est.),3.9,30d+,5001 to 10000 Employees,1934.0,Company - Public,Music Production & Distribution,Media,$10+ billion (USD),http://www.umusiccareers.com/,07-10-2021 23:14,0,78,152,115.0,CA,87.0,California
L.A. Care Health Plan,Data Scientist III,"Los Angeles, CA",$78K - $128K (Glassdoor est.),3.2,30d+,1001 to 5000 Employees,1997.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,http://www.lacare.org/,07-10-2021 23:14,0,78,128,103.0,CA,24.0,California
Amazon.com Services LLC,Data Scientist – Failure Analysis,"Hawthorne, CA",$86K - $176K (Glassdoor est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,07-10-2021 23:14,0,86,176,131.0,CA,27.0,California
Fox Corporation,Senior Data Scientist,"Los Angeles, CA",$95K - $188K (Glassdoor est.),4.0,12d,5001 to 10000 Employees,2019.0,Company - Public,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,http://www.foxcorporation.com/,07-10-2021 23:14,0,95,188,141.5,CA,2.0,California
Meredith Corporation,Data Scientist,"Los Angeles, CA",$77K - $159K (Glassdoor est.),3.6,26d,5001 to 10000 Employees,1902.0,Company - Public,Publishing,Media,$2 to $5 billion (USD),http://www.meredith.com/,07-10-2021 23:14,0,77,159,118.0,CA,119.0,California
NBCUniversal,Data Scientist,"Universal City, CA",$83K - $149K (Glassdoor est.),4.1,30d+,10000+ Employees,1906.0,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),http://www.nbcunicareers.com/,07-10-2021 23:14,0,83,149,116.0,CA,115.0,California
Snapchat,"Product Data Scientist, 3+ Years Experience","Los Angeles, CA",$79K - $178K (Glassdoor est.),4.1,9d,1001 to 5000 Employees,2011.0,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,http://www.snap.com/,07-10-2021 23:14,0,79,178,128.5,CA,10.0,California
AT&T,Senior Data Scientist,"El Segundo, CA",$76K - $139K (Glassdoor est.),3.7,30d+,10000+ Employees,1983.0,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),http://www.att.jobs/,07-10-2021 23:14,0,76,139,107.5,CA,38.0,California
Heluna Health,"Data Scientist, ACDC Enhancing Detection Project - Activity #1 (W34)","Los Angeles, CA",$48K - $103K (Glassdoor est.),3.3,2d,1001 to 5000 Employees,1968.0,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),http://www.phfe.org/,07-10-2021 23:14,0,48,103,75.5,CA,53.0,California
SourceForce Consulting Inc,Senior Data Scientist,"Los Angeles, CA",$100K - $150K (Employer est.),,1d,,,,,,,,07-10-2021 23:14,0,100,150,125.0,CA,,California
"Amazon Web Services, Inc.",Data Scientist,"Santa Monica, CA",$91K - $173K (Glassdoor est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,07-10-2021 23:14,0,91,173,132.0,CA,27.0,California
Zynga,Senior Data Scientist,"Los Angeles, CA",$110K - $195K (Glassdoor est.),4.4,29d,1001 to 5000 Employees,2007.0,Company - Public,Video Games,Media,$500 million to $1 billion (USD),http://www.zynga.com/,07-10-2021 23:14,0,110,195,152.5,CA,14.0,California
Roku,Senior Data Scientist [Content],"Santa Monica, CA",$101K - $198K (Glassdoor est.),4.2,30d+,1001 to 5000 Employees,2002.0,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),http://www.roku.com/,07-10-2021 23:14,0,101,198,149.5,CA,19.0,California
Roku,"Senior Data Scientist, Content Distribution","Santa Monica, CA",$82K - $176K (Glassdoor est.),4.2,2d,1001 to 5000 Employees,2002.0,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),http://www.roku.com/,07-10-2021 23:14,0,82,176,129.0,CA,19.0,California
Cart.com,Senior Data Scientist,"Los Angeles, CA",$75K - $139K (Glassdoor est.),4.9,22d,51 to 200 Employees,2020.0,Company - Private,Internet,Information Technology,$25 to $50 million (USD),http://www.cart.com/,07-10-2021 23:14,0,75,139,107.0,CA,1.0,California
AXS,Sr. Data Scientist,"Los Angeles, CA",$83K - $162K (Glassdoor est.),3.7,13d,201 to 500 Employees,2011.0,Company - Private,Ticket Sales,"Arts, Entertainment & Recreation",$50 to $100 million (USD),http://www.axs.com/,07-10-2021 23:14,0,83,162,122.5,CA,10.0,California
Snapchat,Forensic Data Scientist,"Los Angeles, CA",$85K - $170K (Glassdoor est.),4.1,30d+,1001 to 5000 Employees,2011.0,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,http://www.snap.com/,07-10-2021 23:14,0,85,170,127.5,CA,10.0,California
NBCUniversal,"Data Scientist, Forecasting - Fandango","Beverly Hills, CA",$57K - $115K (Glassdoor est.),4.1,30d+,10000+ Employees,1906.0,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),http://www.nbcunicareers.com/,07-10-2021 23:14,0,57,115,86.0,CA,115.0,California
Netflix,"Senior Full Stack Developer, Data Science and Insights","Los Angeles, CA",$94K - $228K (Glassdoor est.),4.2,5d,5001 to 10000 Employees,1997.0,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),http://www.netflix.com/,07-10-2021 23:14,0,94,228,161.0,CA,24.0,California
JPL/NASA,Senior Research Data Scientist,"Pasadena, CA",$78K - $138K (Glassdoor est.),4.5,30d+,5001 to 10000 Employees,1936.0,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable,http://www.jpl.nasa.gov/,07-10-2021 23:14,0,78,138,108.0,CA,85.0,California
Logic20/20,Junior Data Scientist - Data Analyses,"Los Angeles, CA",$64K - $127K (Glassdoor est.),3.6,7d,201 to 500 Employees,2005.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),http://www.logic2020.com/,07-10-2021 23:14,0,64,127,95.5,CA,16.0,California
Honey,"Sr. Data Scientist, Shopping Product","Los Angeles, CA",$68K - $131K (Glassdoor est.),4.7,26d,201 to 500 Employees,2012.0,Subsidiary or Business Segment,Internet,Information Technology,$50 to $100 million (USD),http://www.joinhoney.com/,07-10-2021 23:14,0,68,131,99.5,CA,9.0,California
Farmers Insurance Group,Lead Data Scientist,"Woodland Hills, CA",$92K - $167K (Glassdoor est.),3.7,1d,10000+ Employees,1928.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),http://www.farmers.com/,07-10-2021 23:14,0,92,167,129.5,CA,93.0,California
TikTok,Senior Data Scientist,"Los Angeles, CA",$116K - $195K (Glassdoor est.),3.6,30d+,501 to 1000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,http://www.tiktok.com/,07-10-2021 23:14,0,116,195,155.5,CA,5.0,California
Northrop Grumman,Principal Data Scientist,"El Segundo, CA",$111K - $167K (Employer est.),4.0,16d,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),http://www.northropgrumman.com/,07-10-2021 23:14,0,111,167,139.0,CA,82.0,California
"Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,"Santa Monica, CA",$115K (Employer est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,07-10-2021 23:14,0,115,115,115.0,CA,27.0,California
Niantic,"Data Scientist, Player Insights","Culver City, CA",$68K - $144K (Glassdoor est.),3.6,23d,501 to 1000 Employees,2011.0,Company - Private,Video Games,Media,Unknown / Non-Applicable,http://www.nianticlabs.com/,07-10-2021 23:14,0,68,144,106.0,CA,10.0,California
sharethrough,Product Data Scientist,"Los Angeles, CA",$81K - $153K (Glassdoor est.),4.2,30d+,51 to 200 Employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),http://www.sharethrough.com/,07-10-2021 23:14,0,81,153,117.0,CA,8.0,California
Deloitte,Data Scientist - Sensing & Shaping,"Los Angeles, CA",$83K - $146K (Glassdoor est.),4.0,30d+,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,07-10-2021 23:14,0,83,146,114.5,CA,171.0,California
Universal Orlando,Data Scientist,"Hollywood, CA",$75K - $148K (Glassdoor est.),4.1,30d+,10000+ Employees,1987.0,Subsidiary or Business Segment,"Hotels, Motels, & Resorts",Travel & Tourism,$1 to $2 billion (USD),http://www.universalorlando.com/,07-10-2021 23:14,0,75,148,111.5,CA,34.0,California
Bolt,Senior Data Scientist,"Los Angeles, CA",$93K - $186K (Glassdoor est.),4.7,30d+,51 to 200 Employees,2014.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,http://www.bolt.com/jobs,07-10-2021 23:14,0,93,186,139.5,CA,7.0,California
Mattel,Data Scientist (Marketing),"El Segundo, CA",$77K - $165K (Glassdoor est.),3.8,14d,10000+ Employees,1945.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$5 to $10 billion (USD),http://jobs.mattel.com/,07-10-2021 23:14,0,77,165,121.0,CA,76.0,California
Zest AI,Senior Data Scientist,"Burbank, CA",$92K - $172K (Glassdoor est.),,30d+,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,http://www.zendental.com/,07-10-2021 23:14,0,92,172,132.0,CA,,California
BOEING,Associate Engineering Data Scientist,"Seal Beach, CA",$78K - $119K (Glassdoor est.),3.8,5d,10000+ Employees,1916.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),http://www.boeing.com/,07-10-2021 23:14,0,78,119,98.5,CA,105.0,California
sharethrough,Data Scientist,"Los Angeles, CA",$74K - $140K (Glassdoor est.),,30d+,51 to 200 Employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),http://www.sharethrough.com/,07-10-2021 23:14,0,74,140,107.0,CA,8.0,California
Public Storage,Data Engineer - Machine Learning,"Glendale, CA",$67K - $134K (Glassdoor est.),3.5,8d,5001 to 10000 Employees,1972.0,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),http://www.publicstorage.com/,07-10-2021 23:14,0,67,134,100.5,CA,49.0,California
UnitedHealth Group,Data Scientist - Telecommute,"El Segundo, CA",$66K - $124K (Glassdoor est.),3.7,10d,10000+ Employees,1977.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),http://www.unitedhealthgroup.com/,07-10-2021 23:14,0,66,124,95.0,CA,44.0,California
SourceForce Consulting Inc,Senior Data Scientist,"Los Angeles, CA",$100K - $150K (Employer est.),,1d,,,,,,,,07-10-2021 23:14,0,100,150,125.0,CA,,California
JPL/NASA,Senior Research Data Scientist,"Pasadena, CA",$78K - $138K (Glassdoor est.),4.5,30d+,5001 to 10000 Employees,1936.0,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable,http://www.jpl.nasa.gov/,07-10-2021 23:14,0,78,138,108.0,CA,85.0,California
Netflix,"Senior Full Stack Developer, Data Science and Insights","Los Angeles, CA",$94K - $228K (Glassdoor est.),4.2,5d,5001 to 10000 Employees,1997.0,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),http://www.netflix.com/,07-10-2021 23:14,0,94,228,161.0,CA,24.0,California
AXS,Sr. Data Scientist,"Los Angeles, CA",$83K - $162K (Glassdoor est.),3.7,13d,201 to 500 Employees,2011.0,Company - Private,Ticket Sales,"Arts, Entertainment & Recreation",$50 to $100 million (USD),http://www.axs.com/,07-10-2021 23:14,0,83,162,122.5,CA,10.0,California
"Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,"Santa Monica, CA",$115K (Employer est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,07-10-2021 23:14,0,115,115,115.0,CA,27.0,California
Cart.com,Senior Data Scientist,"Los Angeles, CA",$75K - $139K (Glassdoor est.),4.9,22d,51 to 200 Employees,2020.0,Company - Private,Internet,Information Technology,$25 to $50 million (USD),http://www.cart.com/,07-10-2021 23:14,0,75,139,107.0,CA,1.0,California
